ICORG,CISLOFA,ICDOD,DODAVATEL,UCELPLATBY,CASTKA,DATVYST,DATSPLAT,PLOZKA,UCETNIID,POZN
66003008,2400933,1279,"Státní tiskárna cenin, s.p.",digitální tachografy - infrastruktura 4/2024,484686.07,2024-05-07,2024-06-07,5168,FD2400985,
66003008,100242012,25051865,ZENOVA services s.r.o.,vícepráce za 4/2024,48871.45,2024-05-07,2024-06-06,5169,FD2400986,
66003008,100242009,25051865,ZENOVA services s.r.o.,úklidové služby za 4/2024,364107.15,2024-05-07,2024-06-06,5169,FD2400987,
66003008,100242010,25051865,ZENOVA services s.r.o.,spotřební materiál za 4/2024,55576.27,2024-05-07,2024-06-06,5139,FD2400988,
66003008,100242011,25051865,ZENOVA services s.r.o.,praní prádla za 4/2024,10611.70,2024-05-07,2024-06-06,5169,FD2400989,
66003008,24270020,26099900,"Vydavatelství MCU, s.r.o.",knihy,22455,2024-05-07,2024-06-06,5194,FD2400990,
66003008,1824010830,48115908,"FTV Prima, spol. s r.o.",zajištění vysílání informačních spotů,1306800,2024-05-06,2024-06-06,5169,FD2400991,
66003008,20240501,7667281,Film gentleman s.r.o.,Grafická úprava TV video spotu,6050,2024-05-07,2024-06-06,5169,FD2400993,
66003008,24400295,28196449,AKR1 s.r.o.,tisky za 4/2024,41125.38,2024-05-07,2024-06-07,5171,FD2400996,
66003008,24200832,27608514,CompuNet s.r.o.,Podpora software LOGmanagerII. odst. 4 návrhu smlouvy do 18/07/2024 - 4/2024,11495,2024-05-03,2024-06-07,5168,FD2400997,
66003008,62402692,28168356,"NEWTON Media, a.s.",Monitoring médií 4/2024,8712,2024-05-03,2024-06-07,5169,FD2400998,
66003008,312411114,47115068,Česká tisková kancelář,zpravodajský servis ČTK 4/2024,15521.88,2024-05-06,2024-06-07,5169,FD2400999,
66003008,1224,538027,"Česká akustická společnost, z.s.",seminář - Ing. Libuše Weinerová a Ing. Marie Soukupová,3000,2024-05-07,2024-06-07,5167,FD2401000,
66003008,7302400238,47547022,CHAPS spol.s.r.o.,Poskytování služeb - zajíštění řádného provozu za 4/2024,21380.70,2024-05-09,2024-06-07,5168,FD2401001,
66003008,24110078,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,146937.56,2024-05-09,2024-06-07,5139,FD2401002,
66003008,24110079,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,1301887.40,2024-05-09,2024-06-07,5139,FD2401003,
66003008,24034,75397030,Veronika Cibulková,zajištění DSMC dne 7.5.2024 v Nymburce,22500,2024-05-09,2024-06-07,5169,FD2401004,
66003008,2024390279,27946576,"Správa městských sportovišť Kolín, a.s.",výuka dopravní výchovy na DDH Kolín za 4/2024,17700,2024-05-10,2024-06-07,5169,FD2401005,
66003008,12400003,47723475,"Dům dětí a mládeže Sova Cheb, Goethova 26, příspěvková organizace",zajištění oblastního kola DSMC 6.5.2024,15000,2024-05-10,2024-06-07,5169,FD2401006,
66003008,202400030,28733932,Bezpečně na silnicích o.p.s.,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Libereckém kraji za 4/2024,55313.94,2024-05-06,2024-06-07,5169,FD2401007,
66003008,20240139,26428091,"e-Fractal, s.r.o.",konzultační činnosti za 4/2024,47644,2024-05-09,2024-06-07,5168,FD2401008,
66003008,240102000,26439395,První certifikační autorita a.s.,elektronická pečeť za 4/2024,22382.10,2024-04-30,2024-06-07,5168,FD2401009,
66003008,11240074,64939511,"NDCON, s.r.o.",Tech.podpora při posuzování ÚPD 12/2023 - 4/2024,722967,2024-05-07,2024-06-07,5166,FD2401010,
66003008,7302400239,47547022,CHAPS spol.s.r.o.,provoz a softwarová údržba nadstavbových modelů CIS JŘ 4/2024,175450,2024-05-09,2024-06-07,5168,FD2401011,
66003008,2024036,27080188,Přijímací technika s.r.o.,Pořízení filtrového zesilovače k doplnění a úpravě systému příjmu STA a odladění LTE a 5G signálů,21766.69,2024-05-09,2024-06-07,5137,FD2401012,
66003008,224039,5229103,"Sdružení železničních nákladních dopravců ŽESNAD CZ, z.s.",konference - Milan Valenta,8410,2024-05-10,2024-06-07,5176,FD2401013,
66003008,90113407,25145444,ICZ a.s.,Rozvoj aplikace IS CRŘ-Souhrnná nabídka,4152720,2024-05-10,2024-06-07,6111,FD2401014,
66003008,2400160,49241338,"CeWe Color, a.s.",Fotoobrazy na hliníkových deskách,27036.07,2024-05-10,2024-06-07,5136,FD2401015,
66003008,4801007603,62913671,"Up Česká republika, s. r. o.",stravenky,654280,2024-05-10,2024-05-23,5169,FD2401016,
66003008,6240399,61057606,"Komwag, podnik čistoty a údržby města, a.s.",svoz a likvidace velkoobjemového odpadu 10. a 17.4.2024,10650.50,2024-04-30,2024-06-12,5169,FD2401017,
66003008,2024012061,47903783,Gordic spol. s r.o.,služby podpory eSSL 4/2024,212627.25,2024-05-09,2024-06-07,5168,FD2401018,
66003008,2924,48920657,Rostislav Chládek,výuka ZŠ na DDH Znojmo za 4/2024,26100,2024-05-07,2024-06-12,5169,FD2401019,
66003008,90113411,25145444,ICZ a.s.,"Zabezpečení provozu IS pro vedení CRŘ, 4/2024",2385575.50,2024-05-10,2024-06-12,5168,FD2401020,
66003008,90113412,25145444,ICZ a.s.,"Služby zvýšeného bezpečnostního dohledu CRŘ, 4/2024",416215.80,2024-05-10,2024-06-12,5168,FD2401021,
66003008,2024180,311391,"CENDIS, s.p.",údržba a podpora provozu ORP za 4/2024,218208.98,2024-05-13,2024-06-12,5168,FD2401022,
66003008,2024183,311391,"CENDIS, s.p.",poskytování odborných poradenských a dalších služeb 4/2024,942288,2024-05-13,2024-05-22,5168,FD2401023,
66003008,2024184,311391,"CENDIS, s.p.",Technická správa budov a majetku 4/2024,664169,2024-05-13,2024-06-12,5169,FD2401024,
66003008,2024185,311391,"CENDIS, s.p.",Zahradnické práce 4/2024,14967.06,2024-05-13,2024-06-12,5169,FD2401025,
66003008,2024186,311391,"CENDIS, s.p.",Údržbový materiál 4/2024,13038,2024-05-13,2024-06-12,5171,FD2401026,
66003008,2024188,311391,"CENDIS, s.p.",zajištění občerstvení na pracovní skupinu autonomního řízení dne 09.05.2024,816,2024-05-13,2024-06-12,5175,FD2401027,
66003008,2024187,311391,"CENDIS, s.p.",Výroba a dodávka průkazů řidiče taxislužby za 2-4/2024,205506.40,2024-05-13,2024-06-12,5139,FD2401028,
66003008,2024187,311391,"CENDIS, s.p.",Výroba a dodávka průkazů řidiče taxislužby za 2-4/2024,41745,2024-05-13,2024-06-12,5169,FD2401028,
66003008,2024190,311391,"CENDIS, s.p.",poskytování odborných poradenských a dalších služeb - Aplikační podpora pilotní provoz za 03/2024,249895.25,2024-05-14,2024-06-13,5168,FD2401029,
66003008,101128796,49704362,ASIANA s.r.o.,Letenky - Jan Gruber a  Pavel Kratochvíl - ZPC 204-205/2024,26260,2024-05-13,2024-06-12,5173,FD2401030,
66003008,101129058,49704362,ASIANA s.r.o.,Letenky - Evžen Vydra - ZPC 2024-24-Z,19056,2024-05-14,2024-06-13,5173,FD2401031,
66003008,101129059,49704362,ASIANA s.r.o.,Letenky - Ondřej Šváb - ZPC 2024-23-Z,16552,2024-05-14,2024-06-13,5173,FD2401032,
66003008,101129066,49704362,ASIANA s.r.o.,Letenky - Zdeněk Jelínek - ZPC 2024-27-Z,10140,2024-05-14,2024-06-13,5173,FD2401033,
66003008,101129079,49704362,ASIANA s.r.o.,Letenky - Václav Kobera - ZPC 2024-25-Z,16663,2024-05-14,2024-06-13,5173,FD2401034,
66003008,101129080,49704362,ASIANA s.r.o.,Letenky - Ondřej Rohlík - ZPC 201/2024,35065,2024-05-14,2024-06-13,5173,FD2401035,
66003008,2024017,27002896,"Asociace Záchranný kruh, z.s.",zajištění oblastního kola DSMC dne 7.5. v Karlových Varech,20000,2024-05-13,2024-06-12,5169,FD2401036,
66003008,1012503,62412388,CGI IT Czech Republic s.r.o.,konzultační a poradenské služby za 4/2024,921052,2024-05-09,2024-06-12,5166,FD2401037,
66003008,24110080,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,174906.71,2024-05-13,2024-06-12,5139,FD2401038,
66003008,241799,88354326,Zuzana Pěkná,Vstupenky - Den otevřených dveří Ministerstva dopravy,2795.10,2024-05-13,2024-05-23,5139,FD2401039,
66003008,32024,14501643,Kovář Václav,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Jihočeském kraji za 3/2024,79843.68,2024-04-03,2024-06-13,5169,FD2401040,
66003008,2244752,26426218,"Seminaria, s.r.o.",školení - Ing. Baka,4018.41,2024-05-14,2024-06-13,5167,FD2401041,
66003008,244102475,2180898,BARELOVÁ VODA s.r.o.,barelová voda,5989.50,2024-05-14,2024-06-13,5175,FD2401042,
66003008,10024,24199150,DOMESTICA - kurzy s.r.o.,školení - Marcela Brossová,7900,2024-05-14,2024-06-13,5167,FD2401043,
66003008,1322402763,63073188,"Přerost a Švorc - auto, s.r.o.",výměna sady pneumatik ze zimních na letní na služebním vozidle Škoda Superb 5ST 5346,3725,2024-05-07,2024-06-13,5171,FD2401044,
66003008,1322402378,63073188,"Přerost a Švorc - auto, s.r.o.",Úhrada smluvní spoluúčasti - služební vozidlo - Škoda Superb EL9 23BD,1820,2024-04-21,2024-06-13,5171,FD2401045,
66003008,1240127452,28189647,Mironet.cz a.s.,8 ks DELL Adaptér 65W do auta / USB-C,12306,2024-05-13,2024-06-13,5139,FD2401046,
66003008,5183209674,47114983,"Česká pošta, s.p.",Komerční a kvalifikované certifikáty,5609.99,2024-05-14,2024-05-28,5168,FD2401047,
66003008,10402098,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Ing. Z. Jahn,3030.50,2024-05-14,2024-06-14,5167,FD2401049,
66003008,10402424,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Mgr.J. Sadílek,2745.50,2024-05-14,2024-06-14,5167,FD2401050,
66003008,4601000644,61974731,"Trade FIDES, a.s.",servisní pohotovost za 4/2024,5929,2024-05-13,2024-06-12,5169,FD2401051,
66003008,4601000645,61974731,"Trade FIDES, a.s.",telekomunikační poplatky 4/2024,15306.50,2024-05-13,2024-06-12,5162,FD2401052,
66003008,60018,71238930,"Dům dětí a mládeže, Sokolov, Spartakiádní 1937, příspěvková organizace",organizace oblastního kola DSMC 9.5.2024,15999.23,2024-05-14,2024-06-14,5169,FD2401053,
66003008,7112400791,61459445,"ČD-Telematika, a.s.",Telefonní linka ČDT 4/2024,1149.50,2024-05-10,2024-06-14,5162,FD2401054,
66003008,7102400790,61459445,"ČD-Telematika, a.s.",Údržba ICT infrastruktury 4/2024,23437.70,2024-05-10,2024-06-14,5162,FD2401055,
66003008,5243303049,60193336,O2 Czech Republic a.s.,"Telekomunikační služby, 4/2024",215243.25,2024-04-30,2024-06-14,5162,FD2401056,
66003008,3662400020,4308697,Aricoma Systems a.s.,Podpora provozu IS TP 4/2024,1210000,2024-05-15,2024-06-14,5168,FD2401057,
66003008,2024191,311391,"CENDIS, s.p.",služby rutinního provozu 4/2024,2036162.32,2024-05-15,2024-06-14,5168,FD2401058,
66003008,2024192,311391,"CENDIS, s.p.",technická podpora Microsoft za 4/2024,211935.52,2024-05-15,2024-05-24,5168,FD2401059,
66003008,2024193,311391,"CENDIS, s.p.",služby v oblasti správy a provozu ICT za 4/2024 back office,232320,2024-05-15,2024-05-24,5168,FD2401060,
66003008,2024194,311391,"CENDIS, s.p.",Zajištění technologie CDN pro aplikaci eTesty za období 02-04/2024,5975.37,2024-05-15,2024-05-29,5168,FD2401061,
66003008,2024195,311391,"CENDIS, s.p.",Služby nad rámec provozní podpory EUCARIS,673662.66,2024-05-15,2024-06-14,5168,FD2401062,
66003008,2024196,311391,"CENDIS, s.p.","Zajištění provozu, podpory, údržby a rozvoje informačního systému Rejstřík podnikatelů v silniční dopravě za 4/2024",211750,2024-05-15,2024-06-14,5168,FD2401063,
66003008,2024197,311391,"CENDIS, s.p.",dodání občerstvení v období 4/2024,8394.74,2024-05-15,2024-06-14,5175,FD2401064,
66003008,2024198,311391,"CENDIS, s.p.",Činnosti týkající se technicko-organizačních otázek provozu C-ITS pro rok 2024,354409,2024-05-16,2024-06-14,5168,FD2401065,
66003008,240546,26950766,AUTOŠKOLA Pernica s.r.o.,zajištění dopravní výchovy žáků ZŠ na DDH Blansko za 3-4/2024,85000,2024-05-09,2024-06-14,5169,FD2401066,
66003008,2401,86622871,Jan Přikryl Ing.,1. etapa pro GVD 2024/2025 - Zpracování jednoletých plánů dopravní obslužnosti vlaky dálkové dopravy v letech 2022-2024,250000,2024-05-16,2024-06-14,5166,FD2401067,
66003008,5240054,1484559,"INDUS FACILITY, spol. s r. o.",ostraha objektu za 4/2024 - paušál,698720.55,2024-05-14,2024-06-14,5169,FD2401068,
66003008,101129579,49704362,ASIANA s.r.o.,Letenky - Markéta Štěpánová - ZPC 2024-28-Z,14688,2024-05-16,2024-06-14,5173,FD2401069,
66003008,90113494,25145444,ICZ a.s.,provozní podpora stávající aplikace RSV za 4/2024,2286900,2024-05-16,2024-06-14,5168,FD2401070,
66003008,5831240656,2819678,O2 IT Services s.r.o.,Poskytování služeb provozu infrastruktury pro informační systémy MD 4/2024,3977839.34,2024-05-15,2024-06-14,5168,FD2401071,
66003008,24110082,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,237562.93,2024-05-16,2024-06-14,5139,FD2401072,
66003008,22404520,25097008,"REISSWOLF likvidace dokumentů a dat, s.r.o.",Služby archivu,25047,2024-05-16,2024-06-14,5169,FD2401073,
66003008,22024,88539041,Tomáš Kvasnička,zajištění oblastního kola DMSC dne 13.5.2024,26000,2024-05-17,2024-06-14,5169,FD2401074,
66003008,272024,75046440,"Středisko volného času Domeček Valašské Meziříčí, příspěvková organizace",zajištění oblastního kola DSMC,30000,2024-05-17,2024-06-14,5169,FD2401075,
66003008,112024,88561593,Aleš Dundr,oprava havárie poškozené střešní krytiny střechy MD,19582,2024-05-16,2024-06-14,5171,FD2401076,
66003008,7171002291,61989592,Univerzita Palackého v Olomouci,"konferenční poplatky -  Mgr. Ondřej Bis a Mgr. David Kocourek, Ph.D.",5000,2024-05-16,2024-05-27,5176,FD2401077,
66003008,24238,25098039,"Becker a Poliakoff, s.r.o.",Poradenské a právní služby,291852,2024-05-15,2024-05-31,5166,FD2401078,
66003008,24011496,27204987,1. VOX a.s.,školení - Alena Zámečníková a Šárka Skribucká,5533,2024-05-17,2024-06-14,5167,FD2401080,
66003008,10402742,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Bc. Jaroslav Procházka,2650.50,2024-05-17,2024-06-14,5167,FD2401081,
66003008,2400004,8262675,ucimseridit.cz s.r.o.,dopravní výchova ZŠ na DDH Náchod za 4/2024,66400,2024-05-12,2024-06-18,5169,FD2401082,
66003008,240100019,19495994,AUTOŠKOLA Podorlicko s.r.o.,dopravní výuka ZŠ na DDH Rychnov nad Kněžnou za 1-4/2024,62550,2024-04-15,2024-06-14,5169,FD2401083,
66003008,240401,68470835,Lada Kocianová,Provádění prevence v oblasti bezpečnosti silničního provozu a dopravní výchovy v Královéhradeckém kraji za 4/2024,84100,2024-05-17,2024-06-14,5169,FD2401084,
66003008,1162024,12753050,Alois Hudeček PhDr.,služby dopravního psychologa na akcích Besip Olomoucký kraj za 4/2024,18960,2024-05-03,2024-06-19,5169,FD2401085,
66003008,41241943,27373665,OKsystem a.s.,ZPC - vytvoření nového pole Číslo pokladního dokladu IMIS,9680,2024-05-20,2024-06-19,5172,FD2401086,
66003008,41241944,27373665,OKsystem a.s.,OKbase - úprava sestavy Výkaz práce,14520,2024-05-20,2024-06-19,5172,FD2401087,
66003008,41241946,27373665,OKsystem a.s.,OKbase - konzultace Pracovní cesty (29.4.2024),4840,2024-05-20,2024-06-19,5168,FD2401088,
66003008,41241945,27373665,OKsystem a.s.,OKbase - konzultace Pracovní cesty 1-4/2024,19360,2024-05-20,2024-06-19,5168,FD2401089,
66003008,41241947,27373665,OKsystem a.s.,OKbase - konzultace - Moodle 2 - 9.5.2024,2420,2024-05-20,2024-06-19,5168,FD2401090,
66003008,10912195,49704362,ASIANA s.r.o.,Ubytování - Martin Kupka - ZPC 206/2024,7954,2024-05-21,2024-06-20,5169,FD2401091,
66003008,1322402939,63073188,"Přerost a Švorc - auto, s.r.o.","příprava a STK prohlídka na služebním vozidle Škoda Superb, RZ: 5ST 5346",5555,2024-05-16,2024-06-19,5169,FD2401092,
66003008,1322402942,63073188,"Přerost a Švorc - auto, s.r.o.",výměna sady pneumatik ze zimních na letní na služebním vozidle Škoda Superb 6SF 6539,2087,2024-05-16,2024-06-19,5171,FD2401093,
66003008,20241140,14978831,Josef Mráček,vyměna pneumatik ze zimních na letní na služebním vozidle Volkswagen Multivan 9AF 8268,4000,2024-05-15,2024-06-19,5171,FD2401094,
66003008,453310439,1718053,Hyundai Praha Domanský s.r.o.,speciální hlavice na bezpečnostní matky kol a jejich montáž na služebním vozidle Hyundai Tucson 5AP 2963,1498,2024-05-09,2024-06-19,5171,FD2401095,
66003008,2024390288,27946576,"Správa městských sportovišť Kolín, a.s.",zajištění DSMC v Kolíně 16.5.2024,27400,2024-05-17,2024-06-19,5169,FD2401096,
66003008,20240502,69027846,Ludmila Vrhelová,podpůrné činnosti odborové organizace Ministerstva dopravy za 4/2024,15066,2024-05-13,2024-06-19,5169,FD2401097,
66003008,24110083,25143468,"SPM - Security Paper Mill, a.s.",registrační značky - indiv.,140799.23,2024-05-20,2024-06-19,5139,FD2401098,
66003008,2024015,71807837,Libor Nekula,Tlumočení z ČJ do AJ 13.5.2024,4500,2024-05-18,2024-06-19,5169,FD2401099,
66003008,2024202,311391,"CENDIS, s.p.",podpora webového prostředí OCL 4/2024,3539.25,2024-05-20,2024-06-19,5168,FD2401100,
66003008,252024,27174140,"Utilis, s.r.o.",překlad z AJ do ČJ,210,2024-05-18,2024-06-19,5169,FD2401101,
66003008,240100337,27247881,"Aktuální paragrafy JUDr.Pavel Chládek, s.r.o.",školení - Mgr. Eliška Bartošicová,3013,2024-05-21,2024-06-20,5167,FD2401102,
66003008,32024,21316783,Praga Viva s.r.o.,Zajištění průvodcovských služeb na prohlídky budovy Ministerstva dopravy v rámci akce Open House Praha 18.5.2024,38000,2024-05-20,2024-06-20,5169,FD2401103,
66003008,24201646,27596494,"Marking Center CZ, a.s.",Výroba reliéfního razítka,1672,2024-05-21,2024-06-20,5139,FD2401104,
66003008,224132990,29143306,Autokomplex Menčík a.s.,výměna servomotoru otevírání kufru u služebního vozidla Škoda Superb 5AE 9256,1542,2024-05-21,2024-06-20,5171,FD2401105,
66003008,224132991,29143306,Autokomplex Menčík a.s.,výměna servomotoru otevírání kufru u služebního vozidla Škoda Superb 5AF 5801,1542,2024-05-21,2024-06-20,5171,FD2401106,
66003008,1012400194,26367530,"Vydavatelství a nakladatelství Aleš Čeněk, s.r.o.",publikace,1166,2024-05-20,2024-06-20,5136,FD2401107,
66003008,4601000696,61974731,"Trade FIDES, a.s.",servisní zásahy - duben 2024,9643.70,2024-05-20,2024-06-20,5171,FD2401108,
66003008,101130637,49704362,ASIANA s.r.o.,Letenky - Tereza Čížková - ZPC 2024-33-Z,15154,2024-05-21,2024-06-20,5173,FD2401109,
66003008,101130686,49704362,ASIANA s.r.o.,Letenky - Martina Nováčková - ZPC 2024-19-Z,6212,2024-05-21,2024-06-20,5173,FD2401110,
66003008,240101623,29013356,ATERRA SERVICES s.r.o.,"Forenzní audit finančních a projektových procesů v CENDIS,s.p.",564723.13,2024-05-21,2024-06-20,5166,FD2401111,
66003008,41241942,27373665,OKsystem a.s.,aplikační podpora PIS za 4/2024,36300,2024-05-14,2024-06-20,5168,FD2401112,
66003008,20240012,1758985,Ideal education s.r.o.,proškolení vytipovaných zaměstnanců MD 24.4. a 14.5.,59290,2024-05-14,2024-06-20,5167,FD2401113,
66003008,10403061,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Mgr. David Konopáč,3030.50,2024-05-21,2024-06-20,5167,FD2401114,
66003008,10402661,11213175,RNDr. Ivana Hexnerová - BOVA  POLYGON,školení - Ing. Pavel Felber,3030.50,2024-05-21,2024-06-20,5167,FD2401115,
66003008,2400980,1279,"Státní tiskárna cenin, s.p.",dobropis k FD 2400984 - digitální tachografy - personalizace 4/2024,0,2024-05-21,2024-06-20,5991,FD2401116,
66003008,2400980,1279,"Státní tiskárna cenin, s.p.",dobropis k FD 2400984 - digitální tachografy - personalizace 4/2024,-4331.80,2024-05-21,2024-06-20,5139,FD2401116,
66003008,240360,6927351,Web security s.r.o.,dodání doménových certifikátů od mezinárodně uznávaných certifikačních autorit,6038,2024-05-21,2024-06-21,5168,FD2401117,
66003008,24010057,49356381,"PROSCON, s.r.o.",Odborné stanovisko ke znaleckému posudku č. 4228/71/2022,2178,2024-05-21,2024-06-20,5166,FD2401119,
66003008,41241387,27373665,OKsystem a.s.,školení - Kateřina Dvořáková,4719,2024-03-27,2024-05-29,5167,FD2401120,
66003008,101123750,49704362,ASIANA s.r.o.,Letenky - Ondřej Rohlík - ZPC 161/2024,5307,2024-04-17,2024-05-29,5173,FD2401121,
66003008,1322402980,63073188,"Přerost a Švorc - auto, s.r.o.","servisní prohlídka včetně zajištění STK a měření emisí na služebním vozidle Škoda Superb, RZ: 5AE 9339",22805,2024-05-20,2024-06-21,5171,FD2401122,
66003008,1314089845,24787426,LKQ CZ s.r.o. (Auto Kelly a.s.),hadice na vzduchový kompresor a univerzální čisticí ubrousky,1481,2024-05-20,2024-06-05,5139,FD2401123,
66003008,5118625491,47114983,"Česká pošta, s.p.",poštovní služby - zákaznické jízdy 4/2024,4961,2024-05-15,2024-06-05,5169,FD2401124,
66003008,20240596,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 4/2024 - český jazyk",2450.25,2024-05-15,2024-06-21,5167,FD2401125,
66003008,20240597,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 4/2024 - německý jazyk",13068,2024-05-15,2024-06-21,5167,FD2401126,
66003008,20240598,27285359,Agentura Parole s.r.o.,"Jazyková výuka, 4/2024 - anglický jazyk",57172.50,2024-05-15,2024-06-21,5167,FD2401127,
66003008,2024019,27002896,"Asociace Záchranný kruh, z.s.",zajištění krajského kola DSMC dne 16.5. v Karlových Varech,29000,2024-05-21,2024-06-21,5169,FD2401128,
66003008,10026,231401,Město Benešov,dopravní výuka ZŠ na DHH Benešov 4/2024,7500,2024-05-20,2024-06-21,5169,FD2401129,
66003008,8851107147,64949681,T-Mobile Czech Republic a.s.,AzureMonetaryCommit Consumption 4/2024,63849.81,2024-05-10,2024-06-21,5168,FD2401130,
66003008,2024203,311391,"CENDIS, s.p.",řízení RSV a IS TP za 4/2024,61982.25,2024-05-22,2024-06-21,5168,FD2401131,
66003008,2024204,311391,"CENDIS, s.p.",technická asistence 1 pracovníka při dnu otevřených dveří na budově MD dne 18.05.2024,3860,2024-05-22,2024-06-21,5169,FD2401132,
66003008,2024206,311391,"CENDIS, s.p.",Provoz systému ISUA za 4/2024,145200,2024-05-22,2024-06-21,5168,FD2401133,
66003008,5183213530,47114983,"Česká pošta, s.p.",Kvalifikovaný certifikát,825,2024-05-22,2024-06-06,5168,FD2401134,
66003008,2024072,26719495,ELIC s.r.o.,pravidelný servis a výměna filtrů u rekuperačního systému v č. 89/2S budovy MD,4598,2024-05-22,2024-06-21,5171,FD2401135,
66003008,32400080,45214859,"Základní škola a Mateřská škola Nový Jičín, Jubilejní 3, příspěvková organizace",dopravní výchova ZŠ na DDH Nový Jičín za 4-5/2024,30800,2024-05-23,2024-06-21,5169,FD2401136,
66003008,240100101,17748500,Dark Kitchen s.r.o.,Catering - Česko-španělský železniční den 21.5.2024,67462,2024-05-21,2024-06-21,5175,FD2401137,
66003008,11240056,44994575,"Centrum dopravního výzkumu, v. v. i.",Zajištění provozu a technické podpory Databáze stanovisek k územně plánovací dokumentaci v období 1.1.-31.3.2024,24200,2024-05-07,2024-06-21,5168,FD2401139,
66003008,24011581,27204987,1. VOX a.s.,školení - Dagmar Vlčková,3076,2024-05-23,2024-06-21,5167,FD2401140,
66003008,4100000948,45808163,"FASS, s.r.o.",Zajištění úkolů PO b v budově Ministerstva dopravy,6400.90,2024-05-23,2024-06-21,5169,FD2401141,
66003008,10912256,49704362,ASIANA s.r.o.,Ubytování - Michal Fridrich - ZPC 2024-12-Z,4652,2024-05-23,2024-06-21,5173,FD2401142,
66003008,101131340,49704362,ASIANA s.r.o.,Letenky - Michal Polák - ZPC 2024-34-Z,14678,2024-05-24,2024-06-21,5173,FD2401143,
66003008,101131351,49704362,ASIANA s.r.o.,Letenky - Petr Bubela - ZPC 2024-41-Z,14678,2024-05-24,2024-06-21,5173,FD2401144,
66003008,101131378,49704362,ASIANA s.r.o.,Letenky - Mikuláš Myslbek - ZPC 2024-37-Z,11144,2024-05-24,2024-06-21,5173,FD2401145,
66003008,101131376,49704362,ASIANA s.r.o.,Letenky - Petr Čečák - ZPC 2024-44-Z,10381,2024-05-24,2024-06-21,5173,FD2401146,
66003008,24110084,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,209703.89,2024-05-23,2024-06-21,5139,FD2401147,
66003008,2414808,28433301,Typos tiskařské závody s.r.o.,Tiskopisy pro mezinárodní silniční dopravu,18004.80,2024-05-23,2024-06-21,5139,FD2401148,
66003008,124047,3807428,"FEL Events, z. s.",školení -  Jan Sychra,1400,2024-05-23,2024-06-21,5167,FD2401149,
66003008,2024207,311391,"CENDIS, s.p.",Rozvoj systému ISUA za 3-4/2024,7033.13,2024-05-23,2024-06-21,6111,FD2401151,
66003008,2024208,311391,"CENDIS, s.p.","Zajištění projektového řízení, technologického dohledu a supervize v rámci vývoje IS Centrální registr dopravních omezení (CREDO) za období 04/2024",327153.75,2024-05-23,2024-06-21,6111,FD2401152,
66003008,90113546,25145444,ICZ a.s.,Rozvoj aplikace RSV - asynchronní volání,1966250,2024-05-24,2024-06-21,6111,FD2401153,
66003008,24110085,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,2762151.70,2024-05-23,2024-06-21,5139,FD2401154,
66003008,132024,3391230,Luděk Krušinský,Zajištění fotografování ministra dopravy včetně pořízení ilustračních fotografií ministerstva a následného zpracování fotografií na akci Den otevřených dveří MD 2024,5000,2024-05-24,2024-06-21,5169,FD2401155,
66003008,2024017,71807837,Libor Nekula,Tlumočení z ČJ do AJ 23.5.2024,4500,2024-05-24,2024-06-21,5169,FD2401156,
66003008,5052024,8576980,Daniela Lukašíková,služby podpůrných činností pro O 010 za 5/2024,21850,2024-05-24,2024-06-21,5169,FD2401157,
66003008,300006,61234001,"Základní škola Lanškroun, náměstí Aloise Jiráska 139, okr. Ústí nad Orlicí",zajištění oblastního kola DSMC dne 13.5.2024,19686,2024-05-24,2024-06-21,5169,FD2401158,
66003008,5118625064,47114983,"Česká pošta, s.p.",poštovní služby - balík do ruky,268,2024-05-14,2024-06-05,5161,FD2401159,
66003008,240100400,27247881,"Aktuální paragrafy JUDr.Pavel Chládek, s.r.o.",školení - Ing. Jaroslav Paulenka,3013,2024-05-27,2024-06-26,5167,FD2401160,
66003008,101131891,49704362,ASIANA s.r.o.,Letenky - Miloš Rydval - ZPC 2024-43-Z,17096,2024-05-28,2024-06-27,5173,FD2401162,
66003008,24110086,25143468,"SPM - Security Paper Mill, a.s.",registrační značky,139779.20,2024-05-27,2024-06-26,5139,FD2401163,
66003008,2024009,7910851,Quanta s.r.o.,Zajištění AV techniky - česko-španělský železniční den - 21.5.2024,17484.50,2024-05-27,2024-06-26,5169,FD2401164,
66003008,2024209,311391,"CENDIS, s.p.",aplikace e-Testy za 4/2024 - paušál,103455,2024-05-27,2024-06-26,5168,FD2401165,
